year,region,week,production_tons
2018,Pennsylvania Total,4,963387
2018,Southern (WV),4,990960
2018,Tennessee,4,5200
2018,Texas,4,486713
2018,U.S. Total,4,15068186
2018,Utah,4,293401
2018,Virginia,4,269367
2018,West Virginia Total,4,1885653
2018,West of Mississippi River,4,8843192
2018,Western (KY),4,462112
2018,Western Total,4,8322281
2018,Wyoming,4,6130592
2018,Alabama,5,324000
2018,Alaska,5,19587
2018,Anthracite,5,36273
2018,Anthracite (PA),5,36273
2018,Appalachian Total,5,4166447
2018,Arizona,5,126834
2018,Bituminous (PA),5,961140
2018,Bituminous and Lignite,5,15564069
2018,Colorado,5,272114
2018,East of Mississippi River,5,6444840
2018,Eastern (KY),5,373374
2018,Illinois,5,1048812
2018,Indiana,5,697980
2018,Interior Total,5,2817699
2018,Kentucky Total,5,851808
2018,Louisiana,5,19220
2018,Maryland,5,31561
2018,Mississippi,5,53167
2018,Missouri,5,5319
2018,Montana,5,752720
2018,New Mexico,5,168107
2018,North Dakota,5,625967
2018,Northern (WV),5,926293
2018,Ohio,5,203586
2018,Oklahoma,5,10866
2018,Pennsylvania Total,5,997413
2018,Southern (WV),5,1025960
2018,Tennessee,5,5386
2018,Texas,5,503901
2018,U.S. Total,5,15600342
2018,Utah,5,303760
2018,Virginia,5,278874
2018,West Virginia Total,5,1952253
2018,West of Mississippi River,5,9155502
2018,Western (KY),5,478434
2018,Western Total,5,8616196
2018,Wyoming,5,6347107
2018,Alabama,6,309348
2018,Alaska,6,18699
2018,Anthracite,6,34633
2018,Anthracite (PA),6,34633
2018,Appalachian Total,6,3978071
2018,Arizona,6,121101
2018,Bituminous (PA),6,917687
2018,Bituminous and Lignite,6,14860382
2018,Colorado,6,259814
2018,East of Mississippi River,6,6153450
2018,Eastern (KY),6,356494
2018,Illinois,6,1001393
2018,Indiana,6,666421
2018,Interior Total,6,2690304
2018,Kentucky Total,6,813294
2018,Louisiana,6,18353
2018,Maryland,6,30134
2018,Mississippi,6,50765
2018,Missouri,6,5079
2018,Montana,6,718687
2018,New Mexico,6,160501
2018,North Dakota,6,597666
2018,Northern (WV),6,884414
2018,Ohio,6,194381
2018,Oklahoma,6,10373
2018,Pennsylvania Total,6,952320
2018,Southern (WV),6,979573
2018,Tennessee,6,5140
2018,Texas,6,481120
2018,U.S. Total,6,14895015
2018,Utah,6,290032
2018,Virginia,6,266267
2018,West Virginia Total,6,1863987
2018,West of Mississippi River,6,8741565
2018,Western (KY),6,456800
2018,Western Total,6,8226640
2018,Wyoming,6,6060140
2018,Alabama,7,317926
2018,Alaska,7,19220
2018,Anthracite,7,35593
2018,Anthracite (PA),7,35593
2018,Appalachian Total,7,4088287
2018,Arizona,7,124454
2018,Bituminous (PA),7,943105
2018,Bituminous and Lignite,7,15272077
2018,Colorado,7,267013
2018,East of Mississippi River,7,6323941
2018,Eastern (KY),7,366367
2018,Illinois,7,1029135
2018,Indiana,7,684886
2018,Interior Total,7,2764844
2018,Kentucky Total,7,835827
2018,Louisiana,7,18860
2018,Maryland,7,30973
2018,Mississippi,7,52173
2018,Missouri,7,5219
2018,Montana,7,738599
2018,New Mexico,7,164953
2018,North Dakota,7,614225
2018,Northern (WV),7,908912
2018,Ohio,7,199767
2018,Oklahoma,7,10660
2018,Pennsylvania Total,7,978698
2018,Southern (WV),7,1006712
2018,Tennessee,7,5286
2018,Texas,7,494451
2018,U.S. Total,7,15307670
2018,Utah,7,298062
2018,Virginia,7,273646
2018,West Virginia Total,7,1915624
2018,West of Mississippi River,7,8983729
2018,Western (KY),7,469460
2018,Western Total,7,8454539
2018,Wyoming,7,6228013
2018,Alabama,8,309381
2018,Alaska,8,18706
2018,Anthracite,8,34634
2018,Anthracite (PA),8,34634
2018,Appalachian Total,8,3978495
2018,Arizona,8,121113
2018,Bituminous (PA),8,917781
2018,Bituminous and Lignite,8,14861946
2018,Colorado,8,259841
2018,East of Mississippi River,8,6154101
2018,Eastern (KY),8,356533
2018,Illinois,8,1001495
2018,Indiana,8,666493
2018,Interior Total,8,2690580
2018,Kentucky Total,8,813380
2018,Louisiana,8,18353
2018,Maryland,8,30140
2018,Mississippi,8,50771
2018,Missouri,8,5079
2018,Montana,8,718766
2018,New Mexico,8,160520
2018,North Dakota,8,597726
2018,Northern (WV),8,884507
2018,Ohio,8,194401
2018,Oklahoma,8,10374
2018,Pennsylvania Total,8,952415
2018,Southern (WV),8,979679
2018,Tennessee,8,5140
2018,Texas,8,481168
2018,U.S. Total,8,14896580
2018,Utah,8,290059
2018,Virginia,8,266299
2018,West Virginia Total,8,1864186
2018,West of Mississippi River,8,8742479
2018,Western (KY),8,456847
2018,Western Total,8,8227505
2018,Wyoming,8,6060774
2018,Alabama,9,308300
2018,Alaska,9,18639
2018,Anthracite,9,34514
2018,Anthracite (PA),9,34514
2018,Appalachian Total,9,3964556
2018,Arizona,9,120688
2018,Bituminous (PA),9,914565
2018,Bituminous and Lignite,9,14809877
2018,Colorado,9,258932
2018,East of Mississippi River,9,6132537
2018,Eastern (KY),9,355279
2018,Illinois,9,997988
2018,Indiana,9,664154
2018,Interior Total,9,2681158
2018,Kentucky Total,9,810526
2018,Louisiana,9,18292
2018,Maryland,9,30033
2018,Mississippi,9,50592
2018,Missouri,9,5060
2018,Montana,9,716246
2018,New Mexico,9,159955
2018,North Dakota,9,595633
2018,Northern (WV),9,881407
2018,Ohio,9,193720
2018,Oklahoma,9,10339
2018,Pennsylvania Total,9,949079
2018,Southern (WV),9,976245
2018,Tennessee,9,5126
2018,Texas,9,479486
2018,U.S. Total,9,14844391
2018,Utah,9,289045
2018,Virginia,9,265367
2018,West Virginia Total,9,1857652
2018,West of Mississippi River,9,8711854
2018,Western (KY),9,455247
2018,Western Total,9,8198677
2018,Wyoming,9,6039539
2018,Alabama,10,302501
2018,Alaska,10,18287
2018,Anthracite,10,33867
2018,Anthracite (PA),10,33867
2018,Appalachian Total,10,3889997
2018,Arizona,10,118420
2018,Bituminous (PA),10,897367
2018,Bituminous and Lignite,10,14531382
2018,Colorado,10,254060
2018,East of Mississippi River,10,6017222
2018,Eastern (KY),10,348600
2018,Illinois,10,979226
2018,Indiana,10,651667
2018,Interior Total,10,2630747
2018,Kentucky Total,10,795293
2018,Louisiana,10,17946
2018,Maryland,10,29467
2018,Mississippi,10,49639
2018,Missouri,10,4967
2018,Montana,10,702779
2018,New Mexico,10,156948
2018,North Dakota,10,584433
2018,Northern (WV),10,864833
2018,Ohio,10,190074
2018,Oklahoma,10,10141
2018,Pennsylvania Total,10,931234
2018,Southern (WV),10,957887
2018,Tennessee,10,5027
2018,Texas,10,470468
2018,U.S. Total,10,14565249
2018,Utah,10,283612
2018,Virginia,10,260374
2018,West Virginia Total,10,1822720
2018,West of Mississippi River,10,8548027
2018,Western (KY),10,446693
2018,Western Total,10,8044505
2018,Wyoming,10,5925966
2018,Alabama,11,310607
2018,Alaska,11,18779
2018,Anthracite,11,34774
2018,Anthracite (PA),11,34774
2018,Appalachian Total,11,3994248
2018,Arizona,11,121594
2018,Bituminous (PA),11,921414
2018,Bituminous and Lignite,11,14920802
2018,Colorado,11,260872
2018,East of Mississippi River,11,6178474
2018,Eastern (KY),11,357941
2018,Illinois,11,1005466
2018,Indiana,11,669128
2018,Interior Total,11,2701241
2018,Kentucky Total,11,816601
2018,Louisiana,11,18427
2018,Maryland,11,30260
2018,Mississippi,11,50972
2018,Missouri,11,5100
2018,Montana,11,721607
2018,New Mexico,11,161155
2018,North Dakota,11,600093
2018,Northern (WV),11,888012
2018,Ohio,11,195168
2018,Oklahoma,11,10414
2018,Pennsylvania Total,11,956188
2018,Southern (WV),11,983559
2018,Tennessee,11,5160
2018,Texas,11,483074
2018,U.S. Total,11,14955576
2018,Utah,11,291207
2018,Virginia,11,267353
2018,West Virginia Total,11,1871571
2018,West of Mississippi River,11,8777102
2018,Western (KY),11,458660
2018,Western Total,11,8260087
2018,Wyoming,11,6084780
2018,Alabama,12,315706
2018,Alaska,12,19086
2018,Anthracite,12,35341
2018,Anthracite (PA),12,35341
2018,Appalachian Total,12,4059738
2018,Arizona,12,123587
2018,Bituminous (PA),12,936521
2018,Bituminous and Lignite,12,15165452
2018,Colorado,12,265146
2018,East of Mississippi River,12,6279782
2018,Eastern (KY),12,363814
2018,Illinois,12,1021948
2018,Indiana,12,680106
2018,Interior Total,12,2745536
2018,Kentucky Total,12,829998
2018,Louisiana,12,18732
2018,Maryland,12,30754
2018,Mississippi,12,51806
2018,Missouri,12,5181
2018,Montana,12,733445
2018,New Mexico,12,163800
2018,North Dakota,12,609934
2018,Northern (WV),12,902567
2018,Ohio,12,198373
2018,Oklahoma,12,10586
2018,Pennsylvania Total,12,971862
2018,Southern (WV),12,999681
2018,Tennessee,12,5247
2018,Texas,12,490993
2018,U.S. Total,12,15200793
2018,Utah,12,295981
2018,Virginia,12,271734
2018,West Virginia Total,12,1902248
2018,West of Mississippi River,12,8921011
2018,Western (KY),12,466184
2018,Western Total,12,8395519
2018,Wyoming,12,6184540
2018,Alabama,13,299054
2018,Alaska,13,18060
2018,Anthracite,13,33484
2018,Anthracite (PA),13,33484
2018,Appalachian Total,13,3845559
2018,Arizona,13,117077
2018,Bituminous (PA),13,887107
2018,Bituminous and Lignite,13,14365389
2018,Colorado,13,251148
2018,East of Mississippi River,13,5948482
2018,Eastern (KY),13,344617
2018,Illinois,13,968043
2018,Indiana,13,644231
2018,Interior Total,13,2600714
2018,Kentucky Total,13,786204
2018,Louisiana,13,17720
2018,Maryland,13,29126
2018,Mississippi,13,49062
2018,Missouri,13,4919
2018,Montana,13,694748
2018,New Mexico,13,155166
2018,North Dakota,13,577758
2018,Northern (WV),13,854949
2018,Ohio,13,187910
2018,Oklahoma,13,10055
2018,Pennsylvania Total,13,920591
2018,Southern (WV),13,946935
2018,Tennessee,13,4984
2018,Texas,13,465097
2018,U.S. Total,13,14398873
2018,Utah,13,280360
2018,Virginia,13,257393
2018,West Virginia Total,13,1801884
2018,West of Mississippi River,13,8450391
2018,Western (KY),13,441587
2018,Western Total,13,7952600
2018,Wyoming,13,5858283
2018,Alabama,14,276500
2018,Alaska,14,14353
2018,Anthracite,14,37272
2018,Anthracite (PA),14,37272
2018,Appalachian Total,14,4010517
2018,Arizona,14,131000
2018,Bituminous (PA),14,1017793
2018,Bituminous and Lignite,14,13965374
2018,Colorado,14,292640
2018,East of Mississippi River,14,6116562
2018,Eastern (KY),14,335946
2018,Illinois,14,939060
2018,Indiana,14,672866
2018,Interior Total,14,2667355
2018,Kentucky Total,14,770472
2018,Louisiana,14,34614
2018,Maryland,14,22440
2018,Mississippi,14,59593
2018,Missouri,14,5041
2018,Montana,14,702893
2018,New Mexico,14,134740
2018,North Dakota,14,533074
2018,Northern (WV),14,909547
2018,Ohio,14,130267
2018,Oklahoma,14,19421
2018,Pennsylvania Total,14,1055065
2018,Southern (WV),14,1030700
2018,Tennessee,14,4159
2018,Texas,14,502234
2018,U.S. Total,14,14002646
2018,Utah,14,235921
2018,Virginia,14,245893
2018,West Virginia Total,14,1940247
2018,West of Mississippi River,14,7886084
2018,Western (KY),14,434526
2018,Western Total,14,7324774
2018,Wyoming,14,5280153
2018,Alabama,15,257167
2018,Alaska,15,13347
2018,Anthracite,15,34666
2018,Anthracite (PA),15,34666
2018,Appalachian Total,15,3730052
2018,Arizona,15,121840
2018,Bituminous (PA),15,946613
2018,Bituminous and Lignite,15,12988720
2018,Colorado,15,272173
2018,East of Mississippi River,15,5688807
2018,Eastern (KY),15,312453
2018,Illinois,15,873388
2018,Indiana,15,625807
2018,Interior Total,15,2480814
2018,Kentucky Total,15,716587
2018,Louisiana,15,32193
2018,Maryland,15,20873
2018,Mississippi,15,55426
2018,Missouri,15,4688
2018,Montana,15,653734
2018,New Mexico,15,125319
2018,North Dakota,15,495794
2018,Northern (WV),15,845940
2018,Ohio,15,121154
2018,Oklahoma,15,18066
2018,Pennsylvania Total,15,981279
2018,Southern (WV),15,958619
2018,Tennessee,15,3867
2018,Texas,15,467112
2018,U.S. Total,15,13023386
2018,Utah,15,219426
2018,Virginia,15,228700
2018,West Virginia Total,15,1804559
2018,West of Mississippi River,15,7334579
2018,Western (KY),15,404134
2018,Western Total,15,6812520
2018,Wyoming,15,4910887
2018,Alabama,16,273559
2018,Alaska,16,14200
2018,Anthracite,16,36874
2018,Anthracite (PA),16,36874
2018,Appalachian Total,16,3967794
2018,Arizona,16,129607
2018,Bituminous (PA),16,1006947
2018,Bituminous and Lignite,16,13816607
2018,Colorado,16,289520
2018,East of Mississippi River,16,6051400
2018,Eastern (KY),16,332367
2018,Illinois,16,929060
2018,Indiana,16,665693
2018,Interior Total,16,2638941
2018,Kentucky Total,16,762260
2018,Louisiana,16,34247
2018,Maryland,16,22200
2018,Mississippi,16,58960
2018,Missouri,16,4988
2018,Montana,16,695405
2018,New Mexico,16,133307
2018,North Dakota,16,527400
2018,Northern (WV),16,899860
2018,Ohio,16,128879
2018,Oklahoma,16,19214
2018,Pennsylvania Total,16,1043821
2018,Southern (WV),16,1019720
2018,Tennessee,16,4114
2018,Texas,16,496886
2018,U.S. Total,16,13853481
2018,Utah,16,233407
2018,Virginia,16,243274
2018,West Virginia Total,16,1919580
2018,West of Mississippi River,16,7802081
2018,Western (KY),16,429893
2018,Western Total,16,7246746
2018,Wyoming,16,5223900
2018,Alabama,17,268000
2018,Alaska,17,13913
2018,Anthracite,17,36126
2018,Anthracite (PA),17,36126
2018,Appalachian Total,17,3887173
2018,Arizona,17,126973
2018,Bituminous (PA),17,986486
2018,Bituminous and Lignite,17,13535858
2018,Colorado,17,283639
2018,East of Mississippi River,17,5928440
2018,Eastern (KY),17,325614
2018,Illinois,17,910180
2018,Indiana,17,652167
2018,Interior Total,17,2585319
2018,Kentucky Total,17,746774
2018,Louisiana,17,33553
2018,Maryland,17,21753
2018,Mississippi,17,57760
2018,Missouri,17,4887
2018,Montana,17,681273
2018,New Mexico,17,130600
2018,North Dakota,17,516680
2018,Northern (WV),17,881573
2018,Ohio,17,126260
2018,Oklahoma,17,18826
2018,Pennsylvania Total,17,1022612
2018,Southern (WV),17,999000
2018,Tennessee,17,4028
2018,Texas,17,486786
2018,U.S. Total,17,13571984
2018,Utah,17,228667
2018,Virginia,17,238333
2018,West Virginia Total,17,1880573
2018,West of Mississippi River,17,7643544
2018,Western (KY),17,421160
2018,Western Total,17,7099492
2018,Wyoming,17,5117747
2018,Alabama,18,262900
2018,Alaska,18,13647
2018,Anthracite,18,35439
2018,Anthracite (PA),18,35439
2018,Appalachian Total,18,3813244
2018,Arizona,18,124559
2018,Bituminous (PA),18,967726
2018,Bituminous and Lignite,18,13278405
2018,Colorado,18,278240
2018,East of Mississippi River,18,5815685
2018,Eastern (KY),18,319420
2018,Illinois,18,892867
2018,Indiana,18,639766
2018,Interior Total,18,2536142
2018,Kentucky Total,18,732567
2018,Louisiana,18,32914
2018,Maryland,18,21339
2018,Mississippi,18,56661
2018,Missouri,18,4793
2018,Montana,18,668314
2018,New Mexico,18,128114
2018,North Dakota,18,506853
2018,Northern (WV),18,864807
2018,Ohio,18,123860
2018,Oklahoma,18,18467
2018,Pennsylvania Total,18,1003165
2018,Southern (WV),18,980000
2018,Tennessee,18,3953
2018,Texas,18,477527
2018,U.S. Total,18,13313844
2018,Utah,18,224319
2018,Virginia,18,233800
2018,West Virginia Total,18,1844807
2018,West of Mississippi River,18,7498159
2018,Western (KY),18,413147
2018,Western Total,18,6964458
2018,Wyoming,18,5020412
2018,Alabama,19,276661
2018,Alaska,19,14360
2018,Anthracite,19,37293
2018,Anthracite (PA),19,37293
2018,Appalachian Total,19,4012826
2018,Arizona,19,131079
2018,Bituminous (PA),19,1018379
2018,Bituminous and Lignite,19,13973444
2018,Colorado,19,292807
2018,East of Mississippi River,19,6120086
2018,Eastern (KY),19,336140
2018,Illinois,19,939606
2018,Indiana,19,673253
2018,Interior Total,19,2668899
2018,Kentucky Total,19,770914
2018,Louisiana,19,34634
2018,Maryland,19,22453
2018,Mississippi,19,59627
2018,Missouri,19,5046
2018,Montana,19,703300
2018,New Mexico,19,134820
2018,North Dakota,19,533386
2018,Northern (WV),19,910073
2018,Ohio,19,130340
2018,Oklahoma,19,19433
2018,Pennsylvania Total,19,1055672
2018,Southern (WV),19,1031293
2018,Tennessee,19,4160
2018,Texas,19,502526
2018,U.S. Total,19,14010737
2018,Utah,19,236060
2018,Virginia,19,246034
2018,West Virginia Total,19,1941366
2018,West of Mississippi River,19,7890651
2018,Western (KY),19,434774
2018,Western Total,19,7329012
2018,Wyoming,19,5283200
2018,Alabama,20,266467
2018,Alaska,20,13833
2018,Anthracite,20,35919
2018,Anthracite (PA),20,35919
2018,Appalachian Total,20,3864965
2018,Arizona,20,126247
2018,Bituminous (PA),20,980853
2018,Bituminous and Lignite,20,13458547
2018,Colorado,20,282019
2018,East of Mississippi River,20,5894578
2018,Eastern (KY),20,323753
2018,Illinois,20,904981
2018,Indiana,20,648446
2018,Interior Total,20,2570559
2018,Kentucky Total,20,742506
2018,Louisiana,20,33360
2018,Maryland,20,21626
2018,Mississippi,20,57433
2018,Missouri,20,4860
2018,Montana,20,677381
2018,New Mexico,20,129853
2018,North Dakota,20,513728
2018,Northern (WV),20,876540
2018,Ohio,20,125540
2018,Oklahoma,20,18719
2018,Pennsylvania Total,20,1016772
2018,Southern (WV),20,993293
2018,Tennessee,20,4007
2018,Texas,20,484007
2018,U.S. Total,20,13494466
2018,Utah,20,227360
2018,Virginia,20,236967
2018,West Virginia Total,20,1869833
2018,West of Mississippi River,20,7599888
2018,Western (KY),20,418753
2018,Western Total,20,7058942
2018,Wyoming,20,5088521
2018,Alabama,21,287354
2018,Alaska,21,14919
2018,Anthracite,21,38733
2018,Anthracite (PA),21,38733
2018,Appalachian Total,21,4167933
2018,Arizona,21,136146
2018,Bituminous (PA),21,1057740
2018,Bituminous and Lignite,21,14513551
2018,Colorado,21,304126
2018,East of Mississippi River,21,6356640
2018,Eastern (KY),21,349133
2018,Illinois,21,975921
2018,Indiana,21,699274
2018,Interior Total,21,2772054
2018,Kentucky Total,21,800712
2018,Louisiana,21,35974
2018,Maryland,21,23321
2018,Mississippi,21,61933
2018,Missouri,21,5240
2018,Montana,21,730481
2018,New Mexico,21,140033
2018,North Dakota,21,554000
2018,Northern (WV),21,945247
2018,Ohio,21,135380
2018,Oklahoma,21,20186
2018,Pennsylvania Total,21,1096473
2018,Southern (WV),21,1071159
2018,Tennessee,21,4320
2018,Texas,21,521947
2018,U.S. Total,21,14552284
2018,Utah,21,245186
2018,Virginia,21,255546
2018,West Virginia Total,21,2016406
2018,West of Mississippi River,21,8195644
2018,Western (KY),21,451579
2018,Western Total,21,7612297
2018,Wyoming,21,5487406
2018,Alabama,22,258740
2018,Alaska,22,13433
2018,Anthracite,22,34874
2018,Anthracite (PA),22,34874
2018,Appalachian Total,22,3752887
2018,Arizona,22,122586
2018,Bituminous (PA),22,952407
2018,Bituminous and Lignite,22,13068270
2018,Colorado,22,273840
2018,East of Mississippi River,22,5723640
2018,Eastern (KY),22,314366
2018,Illinois,22,878739
2018,Indiana,22,629640
2018,Interior Total,22,2496012
2018,Kentucky Total,22,720973
2018,Louisiana,22,32393
2018,Maryland,22,21000
2018,Mississippi,22,55767
2018,Missouri,22,4719
2018,Montana,22,657740
2018,New Mexico,22,126086
2018,North Dakota,22,498833
2018,Northern (WV),22,851119
2018,Ohio,22,121900
2018,Oklahoma,22,18174
2018,Pennsylvania Total,22,987281
2018,Southern (WV),22,964488
2018,Tennessee,22,3893
2018,Texas,22,469973
2018,U.S. Total,22,13103144
2018,Utah,22,220767
2018,Virginia,22,230100
2018,West Virginia Total,22,1815607
2018,West of Mississippi River,22,7379504
2018,Western (KY),22,406607
2018,Western Total,22,6854245
2018,Wyoming,22,4940960
2018,Alabama,23,289007
2018,Alaska,23,15000
2018,Anthracite,23,38954
2018,Anthracite (PA),23,38954
2018,Appalachian Total,23,4191855
2018,Arizona,23,136926
2018,Bituminous (PA),23,1063812
2018,Bituminous and Lignite,23,14596841
2018,Colorado,23,305867
2018,East of Mississippi River,23,6393123
2018,Eastern (KY),23,351134
2018,Illinois,23,981521
2018,Indiana,23,703287
2018,Interior Total,23,2787967
2018,Kentucky Total,23,805306
2018,Louisiana,23,36181
2018,Maryland,23,23454
2018,Mississippi,23,62288
2018,Missouri,23,5272
2018,Montana,23,734674
2018,New Mexico,23,140833
2018,North Dakota,23,557180
2018,Northern (WV),23,950674
2018,Ohio,23,136154
2018,Oklahoma,23,20300
2018,Pennsylvania Total,23,1102766
2018,Southern (WV),23,1077307
2018,Tennessee,23,4346
2018,Texas,23,524946
2018,U.S. Total,23,14635795
2018,Utah,23,246593
2018,Virginia,23,257013
2018,West Virginia Total,23,2027981
2018,West of Mississippi River,23,8242672
2018,Western (KY),23,454172
2018,Western Total,23,7655973
2018,Wyoming,23,5518900
2018,Alabama,24,290287
2018,Alaska,24,15067
2018,Anthracite,24,39127
2018,Anthracite (PA),24,39127
2018,Appalachian Total,24,4210458
2018,Arizona,24,137533
2018,Bituminous (PA),24,1068533
2018,Bituminous and Lignite,24,14661625
2018,Colorado,24,307227
2018,East of Mississippi River,24,6421497
2018,Eastern (KY),24,352693
2018,Illinois,24,985880
2018,Indiana,24,706407
2018,Interior Total,24,2800339
2018,Kentucky Total,24,808879
2018,Louisiana,24,36340
2018,Maryland,24,23560
2018,Mississippi,24,62566
2018,Missouri,24,5293
2018,Montana,24,737934
2018,New Mexico,24,141460
2018,North Dakota,24,559653
2018,Northern (WV),24,954893
2018,Ohio,24,136760
2018,Oklahoma,24,20393
2018,Pennsylvania Total,24,1107660
2018,Southern (WV),24,1082086
2018,Tennessee,24,4366
2018,Texas,24,527274
2018,U.S. Total,24,14700752
2018,Utah,24,247686
2018,Virginia,24,258153
2018,West Virginia Total,24,2036979
2018,West of Mississippi River,24,8279255
2018,Western (KY),24,456186
2018,Western Total,24,7689955
2018,Wyoming,24,5543395
2018,Alabama,25,281693
2018,Alaska,25,14621
2018,Anthracite,25,37972
2018,Anthracite (PA),25,37972
2018,Appalachian Total,25,4085827
2018,Arizona,25,133460
2018,Bituminous (PA),25,1036906
2018,Bituminous and Lignite,25,14227631
2018,Colorado,25,298133
2018,East of Mississippi River,25,6231417
2018,Eastern (KY),25,342254
2018,Illinois,25,956695
2018,Indiana,25,685500
2018,Interior Total,25,2717450
2018,Kentucky Total,25,784935
2018,Louisiana,25,35267
2018,Maryland,25,22860
2018,Mississippi,25,60714
2018,Missouri,25,5139
2018,Montana,25,716093
2018,New Mexico,25,137273
2018,North Dakota,25,543086
2018,Northern (WV),25,926627
2018,Ohio,25,132714
2018,Oklahoma,25,19787
2018,Pennsylvania Total,25,1074878
2018,Southern (WV),25,1050054
2018,Tennessee,25,4234
2018,Texas,25,511667
2018,U.S. Total,25,14265603
2018,Utah,25,240353
2018,Virginia,25,250513
2018,West Virginia Total,25,1976681
2018,West of Mississippi River,25,8034186
2018,Western (KY),25,442681
2018,Western Total,25,7462326
2018,Wyoming,25,5379307
2018,Alabama,26,282409
2018,Alaska,26,14666
2018,Anthracite,26,38063
2018,Anthracite (PA),26,38063
2018,Appalachian Total,26,4096056
2018,Arizona,26,133790
2018,Bituminous (PA),26,1039498
2018,Bituminous and Lignite,26,14263276
2018,Colorado,26,298872
2018,East of Mississippi River,26,6247032
2018,Eastern (KY),26,343109
2018,Illinois,26,959096
2018,Indiana,26,687217
2018,Interior Total,26,2724276
2018,Kentucky Total,26,786905
2018,Louisiana,26,35362
2018,Maryland,26,22923
2018,Mississippi,26,60867
2018,Missouri,26,5154
2018,Montana,26,717880
2018,New Mexico,26,137608
2018,North Dakota,26,544449
2018,Northern (WV),26,928946
2018,Ohio,26,133044
2018,Oklahoma,26,19839
2018,Pennsylvania Total,26,1077561
2018,Southern (WV),26,1052688
2018,Tennessee,26,4241
2018,Texas,26,512945
2018,U.S. Total,26,14301339
2018,Utah,26,240954
2018,Virginia,26,251135
2018,West Virginia Total,26,1981634
2018,West of Mississippi River,26,8054307
2018,Western (KY),26,443796
2018,Western Total,26,7481007
2018,Wyoming,26,5392788
2018,Alabama,27,236442
2018,Alaska,27,12256
2018,Anthracite,27,30199
2018,Anthracite (PA),27,30199
2018,Appalachian Total,27,3175781
2018,Arizona,27,111493
2018,Bituminous (PA),27,726130
2018,Bituminous and Lignite,27,12592502
2018,Colorado,27,235179
2018,East of Mississippi River,27,4942398
2018,Eastern (KY),27,268055
2018,Illinois,27,803785
2018,Indiana,27,546168
2018,Interior Total,27,2250218
2018,Kentucky Total,27,628854
2018,Louisiana,27,33222
2018,Maryland,27,17960
2018,Mississippi,27,55865
2018,Missouri,27,4180
2018,Montana,27,620210
2018,New Mexico,27,197383
2018,North Dakota,27,513420
2018,Northern (WV),27,733445
2018,Ohio,27,155813
2018,Oklahoma,27,15631
2018,Pennsylvania Total,27,756329
2018,Southern (WV),27,794979
2018,Tennessee,27,3759
2018,Texas,27,430568
2018,U.S. Total,27,12622701
2018,Utah,27,225817
2018,Virginia,27,208999
2018,West Virginia Total,27,1528424
2018,West of Mississippi River,27,7680303
2018,Western (KY),27,360799
2018,Western Total,27,7196702
2018,Wyoming,27,5280944
2018,Alabama,28,268039
2018,Alaska,28,13894
2018,Anthracite,28,34239
2018,Anthracite (PA),28,34239
2018,Appalachian Total,28,3600156
2018,Arizona,28,126394
2018,Bituminous (PA),28,823160
2018,Bituminous and Lignite,28,14275191
2018,Colorado,28,266607
2018,East of Mississippi River,28,5602830
2018,Eastern (KY),28,303873
2018,Illinois,28,911193
2018,Indiana,28,619147
2018,Interior Total,28,2550895
2018,Kentucky Total,28,712880
2018,Louisiana,28,37660
2018,Maryland,28,20359
2018,Mississippi,28,63327
2018,Missouri,28,4740
2018,Montana,28,703086
2018,New Mexico,28,223753
2018,North Dakota,28,582033
2018,Northern (WV),28,831452
2018,Ohio,28,176632
2018,Oklahoma,28,17721
2018,Pennsylvania Total,28,857399
2018,Southern (WV),28,901214
2018,Tennessee,28,4255
2018,Texas,28,488100
2018,U.S. Total,28,14309430
2018,Utah,28,255993
2018,Virginia,28,236933
2018,West Virginia Total,28,1732666
2018,West of Mississippi River,28,8706600
2018,Western (KY),28,409007
2018,Western Total,28,8158379
2018,Wyoming,28,5986619
2018,Alabama,29,272328
2018,Alaska,29,14119
2018,Anthracite,29,34788
2018,Anthracite (PA),29,34788
2018,Appalachian Total,29,3657836
2018,Arizona,29,128420
2018,Bituminous (PA),29,836353
2018,Bituminous and Lignite,29,14503909
2018,Colorado,29,270881
2018,East of Mississippi River,29,5692602
2018,Eastern (KY),29,308740
2018,Illinois,29,925793
2018,Indiana,29,629073
2018,Interior Total,29,2591768
2018,Kentucky Total,29,724300
2018,Louisiana,29,38260
2018,Maryland,29,20688
2018,Mississippi,29,64340
2018,Missouri,29,4814
2018,Montana,29,714348
2018,New Mexico,29,227339
2018,North Dakota,29,591359
2018,Northern (WV),29,844774
2018,Ohio,29,179460
2018,Oklahoma,29,18007
2018,Pennsylvania Total,29,871141
2018,Southern (WV),29,915648
2018,Tennessee,29,4331
2018,Texas,29,495921
2018,U.S. Total,29,14538697
2018,Utah,29,260094
2018,Virginia,29,240726
2018,West Virginia Total,29,1760422
2018,West of Mississippi River,29,8846095
2018,Western (KY),29,415560
2018,Western Total,29,8289093
2018,Wyoming,29,6082533
2018,Alabama,30,278342
2018,Alaska,30,14432
2018,Anthracite,30,35553
2018,Anthracite (PA),30,35553
2018,Appalachian Total,30,3738600
2018,Arizona,30,131254
2018,Bituminous (PA),30,854819
2018,Bituminous and Lignite,30,14824174
2018,Colorado,30,276860
2018,East of Mississippi River,30,5818296
2018,Eastern (KY),30,315560
2018,Illinois,30,946233
2018,Indiana,30,642960
